generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
78000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.92396,-0.310579,0.000266584,0
78000,Cattleya_briegeri,NA,6.61469,0.922831,0.0630077,19.604,0
78000,Cattleya_hoehnei,Cattleya_ghillanyi,4.42701,2.95028,-0.174178,0.829766,0
78000,Cattleya_brevipedunculata,NA,5.77074,0.633455,-0.034454,0.777176,0
78000,Epidendrum_centropetalum,Epidendrum_campestre,2.5678,2.81772,-0.223024,0.213782,0
79000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.46976,-0.23482,0.0569097,0
79000,Cattleya_hoehnei,Cattleya_ghillanyi,4.25673,2.99494,-0.338031,0.384976,0
79000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.43813,5.03151,-0.0785279,2.8503,0
80000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.86609,-0.284792,0.0131979,0
80000,Cattleya_hoehnei,Cattleya_endsfeldzii,4.7398,2.5339,-0.234199,0.532892,0
80000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.63405,5.13614,-0.0490635,3.23521,0
81000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.946912,-0.137426,0.0332623,0
81000,Cattleya_hoehnei,Cattleya_ghillanyi,4.048,3.0459,-0.281507,1.03043,0
81000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.83022,6.25129,-0.142164,2.94486,0
82000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.22635,-0.201125,0.0978878,0
82000,Cattleya_hoehnei,Cattleya_ghillanyi,4.33675,1.77676,-0.0956859,0.285358,0
82000,Guarianthe_skinneri,NA,6.60955,1.14533,-0.264678,4.86488,0
82000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.39474,2.56804,-0.0672906,0.593135,0
83000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.63247,-0.274759,0.00818933,0
83000,Cattleya_hoehnei,Cattleya_ghillanyi,4.27139,1.5352,0.000884409,0.596095,0
83000,Epidendrum_centropetalum,Epidendrum_magnoliae,2.01346,3.19116,-0.0582054,1.5083,0
84000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.66021,-0.314134,0.266369,0
84000,Cattleya_hoehnei,Cattleya_ghillanyi,3.82415,1.47685,0.00974531,0.295498,0
84000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.69525,3.06295,-0.0732933,1.08911,0
85000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.39591,-0.315908,0.148262,0
85000,Cattleya_hoehnei,Cattleya_ghillanyi,3.20604,1.51093,-0.0261022,0.207233,0
85000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.52888,2.76133,-0.0900756,0.983731,0
86000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.15418,-0.405793,0.0397197,0
86000,Cattleya_hoehnei,Cattleya_ghillanyi,3.30663,1.38674,-0.0114641,0.232694,0
86000,Epidendrum_campestre,NA,6.32481,0.214441,0.126957,0.354248,0
86000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.77894,1.93462,-0.015002,0.284176,0
87000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.79222,-0.29931,0.0399741,0
87000,Cattleya_hoehnei,Cattleya_ghillanyi,3.8383,1.9147,-0.0384481,0.00362314,0
87000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.61196,3.93902,-0.170004,0.985547,0
88000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.30642,-0.300588,0.0634657,0
88000,Cattleya_hoehnei,Cattleya_ghillanyi,3.24713,1.65346,0.0269002,0.526754,0
88000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.80902,2.77903,-0.0907558,1.17674,0
89000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.42537,-0.243016,0.0652633,0
89000,Cattleya_hoehnei,Cattleya_ghillanyi,3.67859,1.52913,0.0340198,0.0371849,0
89000,Epidendrum_avicula,NA,5.36252,1.94281,-0.0509307,1.11876,0
89000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.52916,2.41562,0.00639781,1.43622,0
90000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.59813,-0.24583,0.0535191,0
90000,Cattleya_hoehnei,Cattleya_ghillanyi,4.23039,1.87682,-0.28129,0.0671114,0
90000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.93927,2.60838,-0.139009,0.521264,0
91000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.57437,-0.238547,0.0768471,0
91000,Cattleya_hoehnei,Cattleya_ghillanyi,3.81785,1.79339,-0.0875608,0.143975,0
91000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.85179,4.2073,-0.0860497,2.10277,0
92000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.58316,-0.213495,0.11127,0
92000,Cattleya_hoehnei,Cattleya_ghillanyi,4.05821,0.931013,0.237747,0.014887,0
92000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.89164,3.92748,-0.072098,1.89543,0
93000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.7833,-0.265436,0.193066,0
93000,Cattleya_hoehnei,Cattleya_ghillanyi,4.38963,1.93209,-0.016166,0.952131,0
93000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.86852,4.03634,-0.145098,1.45294,0
94000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.62191,-0.190909,0.160309,0
94000,Cattleya_hoehnei,Cattleya_ghillanyi,4.02808,3.76,-0.17853,1.74534,0
94000,Cattleya_cernua,NA,4.74326,0.00629559,-0.0306406,0.322072,0
94000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.78796,3.21434,-0.181541,0.932442,0
95000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.96384,-0.341741,0.0591517,0
95000,Cattleya_hoehnei,Cattleya_ghillanyi,4.23403,1.92442,-0.24617,0.108615,0
95000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.99771,3.03963,-0.140753,0.852037,0
96000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.83607,-0.328344,0.00850032,0
96000,Cattleya_hoehnei,Cattleya_ghillanyi,4.07807,1.82646,-0.0966103,0.391885,0
96000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.88417,2.77229,-0.0686773,0.74593,0
